5328,1
4327,2
6284,2
4718,3
2686,5
1927,6
4320,6
9395,6
4567,8
4743,8
4590,10
3780,11
6438,12
9843,12
3703,13
7526,13
8721,15
6258,17
2174,18
5394,18
3807,19
8197,21
863,23
6028,23
8667,26
2760,28
1863,31
4542,31
4973,33
6469,36
7822,36
6457,39
9026,41
3098,46
7764,47
304,48
362,49
5082,51
8100,51
8886,51
3935,52
8017,55
1766,58
7469,59
1830,60
5912,60
1915,61
5781,61
8844,61
559,62
6982,64
2490,68
9393,69
3561,70
8215,70
9741,70
6678,71
6021,72
3608,73
4567,73
4222,76
7656,76
6484,77
1123,78
1980,78
2832,78
7482,80
3692,82
3755,86
6782,87
2467,89
3148,89
7650,89
3726,92
508,94
2759,94
325,95
4954,95
5505,95
7394,97
3339,98
3500,98
7654,98
716,99
5277,99
3824,101
9681,102
2776,103
6905,103
2445,104
7383,104
3412,105
3587,105
2398,107
8741,108
4567,109
5833,113
2554,114
3105,115
4567,115
7845,115
9942,115
8974,116
1759,117
8107,117
3706,118
1469,119
6050,119
7102,119
7416,119
8655,120
2692,123
3132,124
2025,125
9764,125
9914,125
9750,126
1100,129
382,130
2912,130
7151,130
8884,130
3703,132
4848,132
7630,132
3041,135
8573,137
4665,139
2747,140
2537,142
2966,142
2036,144
2869,146
8566,146
6852,147
225,148
6100,149
6311,150
5412,152
3021,154
8141,154
4962,155
5670,155
6201,155
1506,156
5776,156
6651,157
6868,158
8418,158
8922,158
9292,158
4113,159
9117,160
6691,161
9523,162
246,166
3318,167
5781,168
5758,170
6861,171
9399,171
7654,176
9260,176
9671,177
4567,180
7232,181
162,182
4980,183
7206,183
9124,183
4402,184
5761,188
904,189
3857,189
4045,189
3299,190
6329,191
2271,193
4483,194
354,195
2332,197
3960,197
5963,197
7413,197
7654,198
9259,198
2664,200
8197,200
2264,201
6084,201
349,202
6286,203
7167,203
7783,203
8897,204
6873,205
2038,206
4116,206
3969,207
7109,207
7156,208
6008,209
2805,212
5927,212
4692,213
8785,214
4567,215
1467,216
398,217
7269,217
5719,218
6869,218
2650,219
8937,220
9765,220
545,222
4567,222
5052,222
2428,223
8066,223
2138,224
4829,225
6783,225
8087,225
8873,225
9586,228
715,229
5082,229
9312,229
2284,231
9976,232
252,233
3436,233
3599,235
9778,235
3050,238
6787,238
4450,239
2472,240
7933,240
4734,241
5419,241
2919,242
5271,242
7868,242
8051,243
5880,244
7364,245
1114,246
1688,247
7637,247
7540,248
8430,248
1762,249
6013,249
2901,250
7770,252
4914,253
544,258
9827,258
662,260
4567,260
7654,260
4356,261
3527,266
4567,267
5053,267
6161,267
7654,267
80,270
4913,271
8698,271
4998,272
9406,272
577,274
2024,274
7321,275
1746,277
3066,277
7800,278
2828,281
5234,283
619,288
3601,289
8583,290
8933,291
4690,292
7049,293
1569,295
347,296
885,296
4390,297
4612,297
3383,299
4329,300
5944,301
6428,301
4047,303
6767,305
3817,306
1909,310
4567,311
4915,311
4650,313
1432,314
2597,314
8221,315
6128,316
1054,317
4388,318
9667,318
5108,320
8227,321
9215,322
7029,324
3518,328
3566,328
7296,329
1559,330
3080,331
5169,331
9656,331
9554,334
688,336
7495,338
4703,339
6465,339
9098,339
7380,340
5379,341
1849,342
2003,343
5073,343
4064,344
9948,344
8233,345
6168,346
9964,346
326,347
5065,348
9215,351
7132,352
1136,353
4409,353
9234,353
237,357
6197,357
4279,358
8640,358
8665,360
99,361
2977,362
3143,363
7359,364
1685,366
4124,366
7348,366
6290,367
9044,368
2373,369
3909,369
4345,369
8764,369
6599,370
3390,371
26,373
159,373
4034,373
7654,375
5849,377
9207,377
4743,378
5764,378
1273,379
2887,379
6541,384
9489,385
6048,386
8200,387
1869,388
7887,390
6643,391
1982,393
8834,394
328,397
7398,399
2526,401
6573,403
8803,403
9475,403
9889,403
181,404
956,405
4567,405
2291,407
2496,407
1009,410
3906,411
3430,413
9172,414
5426,416
1964,418
2959,421
7437,421
3450,422
6421,422
1612,423
3653,424
5720,424
1858,425
3333,425
8390,426
5716,427
411,429
6674,429
5110,430
7066,430
3827,431
8486,431
4549,433
3429,435
5976,435
384,439
3716,439
881,440
6049,440
6742,440
2316,441
2110,442
5900,442
6164,442
6968,442
1082,443
7994,444
4774,446
9535,446
7654,447
53,449
5881,451
9758,451
6154,454
8669,457
661,459
8534,459
794,460
4567,460
7869,460
4291,461
824,462
1687,465
925,466
325,469
4000,469
7490,471
8097,476
9512,477
7654,478
614,479
3083,479
5212,480
4094,481
5307,481
7670,483
3604,484
298,485
3161,485
4567,486
904,488
1107,488
5885,491
6871,493
1432,495
976,496
8185,496
2562,497
7195,499
864,500
9289,501
2476,504
1684,505
3529,505
2937,506
7604,509
421,511
3139,512
6076,513
9691,513
766,514
1186,514
3043,515
4309,515
2027,516
6631,517
1385,518
8446,518
7654,519
9301,519
8657,521
8959,523
8397,525
7117,526
7715,527
4434,529
6355,530
7886,531
9402,531
3797,533
7457,534
8538,535
6382,537
6268,538
5674,540
4021,541
9390,541
9615,541
337,542
4567,544
3762,545
6697,546
7727,547
9629,548
1144,550
7598,550
2442,552
4095,552
6430,552
8334,555
1675,558
5713,559
3581,560
6229,560
1520,561
32,562
4340,564
9493,564
723,566
120,567
1473,568
3015,569
3507,569
4567,569
9779,570
3245,571
6528,571
7382,571
9033,571
4064,572
4986,573
1038,574
7713,577
1187,578
1484,578
9950,580
6604,581
8987,582
4545,583
9365,583
1029,585
1457,588
8268,589
983,591
7801,591
9521,594
9981,594
6212,595
7654,595
2005,597
2038,597
7654,597
7712,600
4567,602
489,603
4000,604
5438,604
7752,604
2466,606
3433,606
4829,606
7517,608
5774,609
9649,611
7219,612
3201,615
2053,616
5079,617
7438,617
4707,618
9595,620
8345,621
2284,622
7654,623
8407,623
9595,623
7396,624
3842,626
8222,626
7364,627
3195,634
5808,636
6895,636
9332,636
1543,637
9103,637
363,638
210,639
732,642
2643,642
3760,642
3671,643
8435,643
425,644
8745,644
7260,645
1939,646
3200,647
5686,648
3050,649
4533,649
6488,650
5846,652
7010,653
9528,653
9444,655
685,656
7050,657
1154,658
2808,658
5066,658
8114,659
5397,660
8079,660
1734,663
7777,663
2052,666
1913,667
6178,669
6710,669
6992,670
7654,670
2903,672
5756,672
6293,672
4847,673
5812,675
8968,675
7612,676
7654,676
469,677
758,677
4567,677
8292,677
2258,678
2101,680
5781,680
4375,681
7811,682
4567,683
7397,686
3060,687
5825,687
9600,687
2259,689
5639,689
4593,690
7606,693
1539,694
2250,694
3949,694
9780,694
1946,696
2855,696
3618,697
6516,697
7654,697
3019,699
3588,700
5441,700
8252,700
5803,701
1240,703
3486,704
5452,704
3320,705
26,708
1710,709
3579,709
1317,710
7881,710
4510,711
4529,712
3036,713
2297,716
6821,716
8711,716
6747,717
8861,717
2335,718
5001,719
4567,720
6639,720
4386,722
7097,723
4567,724
4285,725
2288,727
4120,727
6940,727
2974,729
5842,730
7526,730
3148,731
3610,731
6423,731
6258,734
5300,735
6264,737
2127,739
1637,740
7828,740
9412,740
1603,742
4232,742
7685,742
9089,742
4066,743
7617,743
5493,744
8910,744
4115,745
7654,745
9970,745
1437,746
1674,750
6176,751
7672,752
7705,752
1740,754
9275,754
4297,755
6095,755
2310,757
2674,757
6739,758
806,760
5848,760
2508,761
6495,761
7054,761
869,762
8069,764
9141,764
4567,767
7654,768
1064,769
2304,771
3987,771
2452,772
4240,773
5709,773
9021,773
916,774
4977,774
9111,775
9242,775
4036,778
2205,779
4654,779
2388,780
7075,782
7184,782
680,784
3287,785
3872,785
5983,787
7654,787
9610,788
4300,789
1899,792
4840,792
2365,793
7250,793
9082,794
1827,795
7764,795
4001,797
1019,798
7235,799
656,800
1636,801
4375,801
6378,801
7654,802
8040,803
501,804
9594,804
1807,805
7654,805
5294,810
5664,811
6481,811
1048,814
8124,814
1013,815
3528,817
4673,817
782,818
4772,820
3985,822
3320,823
3989,824
2584,825
5791,826
1475,827
9135,827
9847,827
9740,828
4197,830
273,832
2198,832
2437,832
9758,832
6501,833
6761,833
6957,833
7616,834
606,836
3682,836
7876,837
1747,838
8238,839
8480,840
3710,842
7028,843
1825,844
2216,844
6042,845
6313,845
3558,846
3726,846
4989,846
6083,846
7688,846
9242,847
329,848
2900,853
9108,853
953,854
882,855
2523,856
9862,856
871,857
3653,857
4102,857
6855,857
223,858
9863,862
416,864
2689,864
4787,868
6757,868
673,869
2514,869
9364,869
1031,870
7670,870
5904,871
6678,871
1474,872
4975,872
1193,873
7654,873
7934,873
8722,877
471,878
8699,878
8704,878
4838,879
1936,880
3563,881
3066,883
4651,884
4887,884
3578,886
3156,887
3589,887
4910,887
7654,887
2326,888
6324,889
6468,889
9324,890
1948,892
8848,892
1420,895
2674,895
3684,895
686,896
1676,897
397,898
5463,898
5699,899
7654,899
4465,903
4697,903
350,904
7654,904
686,906
9135,906
6297,908
2422,909
8970,910
7832,911
1412,913
1520,913
3502,913
640,915
691,915
6401,915
1700,916
3805,916
3835,918
513,919
1153,921
3543,922
6466,923
2207,925
4292,926
4862,926
2345,929
3694,929
949,931
4024,931
7795,931
389,932
4416,933
9294,933
8311,934
6913,935
7382,935
7895,935
3411,936
7654,936
2539,937
7079,937
5988,938
6357,938
338,939
9075,939
4567,940
3052,941
5227,941
5708,941
6043,945
24,947
847,947
6892,948
9465,948
2929,950
5458,950
5419,952
6713,952
2701,957
4540,958
9350,958
7759,959
8128,960
1962,961
9209,961
5732,962
5165,965
7020,965
1187,966
9100,966
9366,967
9974,967
6233,968
5145,969
948,970
7187,971
7046,972
7646,972
2755,974
202,975
9247,975
7215,976
3051,977
5062,977
3609,979
6618,979
1720,980
3440,982
7814,982
3733,983
3111,984
5297,984
7067,985
3759,986
4996,988
1035,991
2200,991
5570,992
836,994
7380,995
2419,998
5415,998
6921,998
7104,1000
2408,1001
6596,1001
4684,1002
6643,1002
6223,1003
3743,1005
5816,1005
9536,1005
27,1006
3182,1006
6550,1006
9064,1006
4014,1007
5529,1007
1973,1009
9835,1009
2152,1011
6251,1011
9309,1012
795,1013
2038,1013
4317,1013
3674,1014
7845,1015
9055,1016
690,1018
9049,1018
4430,1019
4567,1019
2496,1021
283,1022
8594,1022
8791,1022
4272,1023
4797,1023
5770,1023
4162,1024
64,1026
1249,1026
6814,1029
4574,1031
5639,1031
2903,1032
165,1033
5028,1033
6879,1033
7261,1033
9789,1034
941,1037
9556,1037
6090,1038
7041,1038
4332,1039
6745,1039
6960,1039
5465,1040
6777,1041
461,1043
5993,1043
9174,1044
4406,1045
9544,1046
9911,1046
2631,1047
4234,1047
841,1048
2330,1048
7654,1049
1043,1050
2303,1051
4567,1051
966,1052
9778,1052
579,1055
592,1055
1335,1055
1164,1056
5226,1056
4004,1057
24,1058
53,1058
1902,1059
1374,1060
1570,1060
3937,1060
7533,1062
9962,1063
3150,1064
6478,1064
8364,1065
3974,1066
5465,1066
8741,1066
3713,1068
7192,1068
251,1069
7016,1069
8435,1073
3771,1074
1776,1075
3388,1075
4757,1075
8708,1075
2655,1076
3940,1077
5574,1078
2936,1079
6561,1080
2998,1081
9560,1081
6324,1083
124,1084
5125,1084
5540,1084
7490,1084
4073,1085
3306,1087
1060,1088
2196,1088
2824,1088
5368,1088
5430,1088
6824,1089
8405,1091
782,1092
4958,1092
6001,1093
8326,1093
1043,1094
4966,1094
7855,1094
8360,1094
8422,1094
1316,1095
2997,1097
9220,1097
3724,1099
6866,1100
2831,1101
1214,1102
4327,1102
6934,1102
9750,1103
8678,1104
6167,1105
6878,1105
8853,1105
691,1106
4285,1106
2445,1107
8203,1108
3701,1109
7654,1109
4723,1110
4187,1111
5773,1112
4921,1113
6002,1113
7567,1114
7470,1115
9942,1115
4567,1116
679,1117
6141,1117
1116,1118
5757,1119
7545,1120
8560,1120
6368,1121
8287,1121
3998,1123
6489,1123
9411,1125
9597,1125
7769,1126
9773,1126
2698,1128
4829,1128
5662,1128
7889,1128
4567,1130
9857,1130
2214,1131
3236,1132
1047,1133
5789,1133
3307,1134
4055,1134
4258,1134
7967,1134
94,1135
3484,1137
852,1139
7084,1139
8880,1139
9509,1140
6098,1142
6573,1142
6811,1144
4378,1146
6237,1146
5618,1147
7654,1148
2693,1149
9620,1153
4201,1154
4567,1155
223,1156
5642,1156
5761,1157
8333,1157
1205,1161
2676,1161
9776,1161
257,1162
3147,1163
5068,1164
6995,1164
9234,1167
8917,1168
8638,1170
2804,1171
4567,1172
5063,1173
8005,1173
5117,1174
9055,1174
1622,1175
309,1176
719,1176
8032,1177
9994,1177
2091,1179
3817,1182
4898,1182
6122,1182
1375,1184
243,1185
8226,1185
8914,1186
7062,1187
6613,1188
6473,1190
2709,1191
2637,1192
6099,1192
5796,1193
1287,1194
7478,1194
3441,1195
5841,1196
7455,1196
2694,1198
3564,1198
2462,1199
8562,1199
3912,1200
9866,1200
4275,1203
9577,1204
1375,1205
1291,1206
8390,1206
4779,1209
6673,1209
6763,1209
3991,1212
4196,1213
5248,1213
2514,1214
8553,1214
7784,1216
7791,1217
8987,1221
9369,1221
7215,1224
8072,1224
3600,1225
6507,1227
5511,1232
5769,1232
6835,1232
6953,1232
6958,1232
9534,1233
110,1234
4649,1234
6843,1235
8237,1236
2455,1239
7876,1239
2380,1241
5417,1241
8509,1241
4567,1242
274,1243
2989,1243
7654,1243
3981,1244
6211,1245
780,1246
2864,1246
4567,1246
172,1247
653,1248
470,1249
8912,1250
9435,1252
4567,1254
4151,1257
9144,1257
6617,1259
204,1260
4088,1261
5863,1261
8417,1261
966,1262
2020,1262
1499,1263
4033,1263
6020,1263
9368,1263
7331,1264
50,1265
2497,1265
615,1267
2708,1267
3069,1267
6191,1267
8145,1267
9886,1268
620,1269
2416,1269
6191,1269
7583,1270
7052,1271
885,1272
1664,1272
5639,1272
6268,1279
3624,1280
7654,1280
8338,1280
1657,1281
6389,1282
8613,1283
7654,1284
6099,1285
9776,1286
249,1287
1455,1287
3850,1287
5421,1288
1185,1289
2728,1290
4539,1292
6756,1292
8455,1292
1558,1293
3440,1293
618,1295
3411,1296
4560,1296
5833,1296
1373,1297
3373,1297
6984,1300
9620,1301
1624,1302
3100,1302
891,1304
2628,1304
4254,1304
7654,1304
9164,1305
6673,1308
6830,1310
9826,1311
9488,1313
3866,1315
6193,1317
614,1318
8891,1318
4974,1320
8842,1320
2575,1324
1945,1325
7749,1325
9903,1325
7654,1326
4567,1327
9739,1327
918,1328
1581,1328
9008,1328
9464,1328
1733,1329
4567,1329
3255,1331
